state,area,station,year,mmwqi,kind,lower_95,upper_95,category,state_canon
Sabah,Pantai Sabandar,MMSC015,2025,62.0,actual,,,Moderate,Sabah
Sabah,Pantai Bak-Bak Kudat,MMSC016,2025,78.0,actual,,,Moderate,Sabah
Sabah,Pasir Putih Sandakan,MMSC017,2025,73.0,actual,,,Moderate,Sabah
Sabah,Pantai TLDM,MMSC018,2025,79.0,actual,,,Moderate,Sabah
Sabah,Pantai Batu Sapi,MMSC019,2025,79.0,actual,,,Moderate,Sabah
Sabah,Pantai Ulu Tungku,MMSC020,2025,65.0,actual,,,Moderate,Sabah
Sabah,Pantai Sarina Kunak,MMSC021,2025,69.0,actual,,,Moderate,Sabah
Sabah,Pantai Kg. Lamak,MMSC022,2025,80.0,actual,,,Good,Sabah
Sabah,Pantai Tinagat,MMSC023,2025,62.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (Rest Lido),MMSC024,2025,89.0,actual,,,Good,Sabah
W.P. Labuan,Pulau Papan,MMLC001,2025,83.0,actual,,,Good,Labuan
W.P. Labuan,Kiamsam,MMLC002,2025,79.0,actual,,,Moderate,Labuan
W.P. Labuan,Sungai Pagar,MMLC003,2025,75.0,actual,,,Moderate,Labuan
W.P. Labuan,LayangLayangan,MMLC004,2025,88.0,actual,,,Good,Labuan
W.P. Labuan,Tanjung Aru,MMLC005,2025,71.0,actual,,,Moderate,Labuan
Kedah,Pantai Merdeka,MMKC001,2026,88.6,forecast,74.3,100.0,Good,Kedah
Kedah,Langkawi Island Resort,MMKC002,2026,95.1,forecast,80.8,100.0,Excellent,Kedah
Kedah,Pantai Kok,MMKC003,2026,93.1,forecast,78.8,100.0,Excellent,Kedah
Kedah,Pantai Kuah,MMKC004,2026,91.0,forecast,76.7,100.0,Excellent,Kedah
Kedah,Pantai Pasir Tengkorak,MMKC005,2026,94.7,forecast,80.4,100.0,Excellent,Kedah
Kedah,Pantai Teluk Burau,MMKC006,2026,94.1,forecast,79.8,100.0,Excellent,Kedah
Kedah,Pantai Teluk Nibong,MMKC007,2026,93.0,forecast,78.7,100.0,Excellent,Kedah
Kedah,Pantai Tengah,MMKC008,2026,94.0,forecast,79.7,100.0,Excellent,Kedah
Kedah,Pantai Beras Basah,MMKC009,2026,94.7,forecast,80.4,100.0,Excellent,Kedah
P. Pinang,Gertak Sanggul,MMPC001,2026,87.3,forecast,73.0,100.0,Good,Penang
P. Pinang,Kawasan Perindustrian Bayan Lepas 1,MMPC002,2026,74.3,forecast,60.1,88.6,Moderate,Penang
P. Pinang,Pantai Bersih,MMPC003,2026,79.5,forecast,65.2,93.8,Moderate,Penang
P. Pinang,Pantai Miami,MMPC004,2026,84.4,forecast,70.1,98.7,Good,Penang
P. Pinang,Pantai Pasir Panjang,MMPC005,2026,91.7,forecast,77.4,100.0,Excellent,Penang
P. Pinang,Batu Feringgi (Casuarina),MMPC006,2026,85.7,forecast,71.4,100.0,Good,Penang
P. Pinang,Luar Pantai Teluk Bahang,MMPC007,2026,89.6,forecast,75.3,100.0,Good,Penang
P. Pinang,Persiaran Gurney,MMPC008,2026,72.2,forecast,57.9,86.5,Moderate,Penang
P. Pinang,Rumah Pam Baru Perai,MMPC009,2026,78.8,forecast,64.5,93.1,Moderate,Penang
P. Pinang,Rumah Pam Lama Perai,MMPC010,2026,67.3,forecast,53.1,81.6,Moderate,Penang
P. Pinang,Selat PP Selatan (Jelutong),MMPC011,2026,58.0,forecast,43.7,72.3,Moderate,Penang
P. Pinang,Tanjung Bungah,MMPC012,2026,80.2,forecast,65.9,94.5,Good,Penang
P. Pinang,Tanjung Bungah 2,MMPC013,2026,74.5,forecast,60.2,88.8,Moderate,Penang
P. Pinang,Batu Maung 2,MMPC014,2026,65.1,forecast,50.8,79.4,Moderate,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 3,MMPC015,2026,89.7,forecast,75.5,100.0,Good,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 2,MMPC016,2026,91.9,forecast,77.6,100.0,Excellent,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 1,MMPC017,2026,91.7,forecast,77.5,100.0,Excellent,Penang
Perak,Pantai Pasir Bogak,MMAC001,2026,94.5,forecast,80.2,100.0,Excellent,Perak
Perak,Pantai Teluk Dalam,MMAC002,2026,93.0,forecast,78.7,100.0,Excellent,Perak
Perak,Pantai Teluk Batik,MMAC003,2026,89.9,forecast,75.6,100.0,Good,Perak
Perak,Pantai Tanjung Batu,MMAC004,2026,93.4,forecast,79.1,100.0,Excellent,Perak
Perak,Pantai Teluk Rubiah,MMAC005,2026,91.5,forecast,77.2,100.0,Excellent,Perak
Perak,Pantai Damai Laut,MMAC006,2026,92.9,forecast,78.6,100.0,Excellent,Perak
Perak,Pantai Teluk Senangin,MMAC007,2026,92.7,forecast,78.4,100.0,Excellent,Perak
Perak,Pantai Pasir Panjang,MMAC008,2026,94.2,forecast,79.9,100.0,Excellent,Perak
Selangor,Pantai Bagan Lalang,MMBC001,2026,87.3,forecast,73.0,100.0,Good,Selangor
Selangor,Pantai Morib,MMBC002,2026,77.4,forecast,63.1,91.6,Moderate,Selangor
Selangor,Selat Pulau Babi,MMBC003,2026,84.2,forecast,69.9,98.5,Good,Selangor
Selangor,Selat Klang Utara,MMBC004,2026,60.5,forecast,46.2,74.8,Moderate,Selangor
Selangor,Pantai Remis,MMBC005,2026,83.2,forecast,68.9,97.5,Good,Selangor
Selangor,Pantai Klanang,MMBC006,2026,71.2,forecast,56.9,85.5,Moderate,Selangor
N. Sembilan,Bagan Pinang,MMNC001,2026,92.0,forecast,77.7,100.0,Excellent,Negeri Sembilan
N. Sembilan,Telok Sinting,MMNC002,2026,89.8,forecast,75.5,100.0,Good,Negeri Sembilan
N. Sembilan,Port Dickson Bandar,MMNC003,2026,91.1,forecast,76.8,100.0,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 4,MMNC004,2026,90.9,forecast,76.6,100.0,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 5,MMNC005,2026,86.3,forecast,72.0,100.0,Good,Negeri Sembilan
N. Sembilan,Port Dickson Batu 6,MMNC006,2026,92.1,forecast,77.8,100.0,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 7,MMNC007,2026,93.1,forecast,78.8,100.0,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 8,MMNC008,2026,94.3,forecast,80.0,100.0,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 10,MMNC009,2026,93.3,forecast,79.0,100.0,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Janakuasa TNB,MMNC010,2026,87.0,forecast,72.7,100.0,Good,Negeri Sembilan
N. Sembilan,Telok Pelanduk,MMNC011,2026,91.9,forecast,77.6,100.0,Excellent,Negeri Sembilan
N. Sembilan,Pantai Cermin,MMNC012,2026,93.6,forecast,79.3,100.0,Excellent,Negeri Sembilan
N. Sembilan,Pantai Teluk Kemang,MMNC013,2026,93.5,forecast,79.2,100.0,Excellent,Negeri Sembilan
N. Sembilan,Pantai Seri Purnama,MMNC014,2026,93.9,forecast,79.6,100.0,Excellent,Negeri Sembilan
Melaka,Pantai Rombang,MMMC001,2026,89.2,forecast,74.9,100.0,Good,Malacca
Melaka,Pantai Kundur,MMMC002,2026,88.9,forecast,74.6,100.0,Good,Malacca
Melaka,Pantai Tanjung Bidara,MMMC003,2026,84.6,forecast,70.3,98.9,Good,Malacca
Melaka,Teluk Gong,MMMC004,2026,81.7,forecast,67.4,96.0,Good,Malacca
Melaka,Pulau Melaka Point A1,MMMC005,2026,85.9,forecast,71.6,100.0,Good,Malacca
Melaka,Pulau Melaka Point A2,MMMC006,2026,86.8,forecast,72.5,100.0,Good,Malacca
Melaka,Pulau Melaka Point B1,MMMC007,2026,57.4,forecast,43.1,71.7,Moderate,Malacca
Melaka,Pulau Melaka Point B2,MMMC008,2026,56.8,forecast,42.5,71.1,Moderate,Malacca
Melaka,Pantai Klebang,MMMC009,2026,88.1,forecast,73.8,100.0,Good,Malacca
Johor,Tanjung Bin,MMJC001,2026,90.3,forecast,76.0,100.0,Excellent,Johor
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2026,87.2,forecast,72.9,100.0,Good,Johor
Johor,Hadapan Jabatan Laut,MMJC003,2026,77.5,forecast,63.2,91.8,Moderate,Johor
Johor,Pantai Stulang Laut,MMJC004,2026,54.8,forecast,40.5,69.1,Moderate,Johor
Johor,Jeti Teluk Jawa,MMJC005,2026,66.6,forecast,52.3,80.9,Moderate,Johor
Johor,Pelabuhan Pasir Gudang,MMJC006,2026,59.0,forecast,44.7,73.3,Moderate,Johor
Johor,Hadapan HSAJB,MMJC007,2026,55.1,forecast,40.8,69.4,Moderate,Johor
Johor,Pantai Lido,MMJC008,2026,53.1,forecast,38.8,67.4,Moderate,Johor
Johor,Pantai Teluk Mahkota,MMJC009,2026,93.0,forecast,78.7,100.0,Excellent,Johor
Johor,Pantai Tanjung Leman,MMJC010,2026,95.1,forecast,80.8,100.0,Excellent,Johor
Johor,Pantai Sri Pantai,MMJC011,2026,94.2,forecast,80.0,100.0,Excellent,Johor
Johor,Tanjung Merak,MMJC012,2026,90.0,forecast,75.7,100.0,Excellent,Johor
Johor,Tanjung Pengelih,MMJC013,2026,92.5,forecast,78.2,100.0,Excellent,Johor
Johor,Pantai Tanjong Stapa,MMJC014,2026,81.6,forecast,67.3,95.9,Good,Johor
Johor,Pantai Teluk Gorek,MMJC015,2026,94.2,forecast,79.9,100.0,Excellent,Johor
Johor,Pantai Air Papan,MMJC016,2026,94.1,forecast,79.8,100.0,Excellent,Johor
Johor,Jeti Kukup,MMJC017,2026,72.8,forecast,58.5,87.1,Moderate,Johor
Johor,Pasir Gogok,MMJC018,2026,88.6,forecast,74.3,100.0,Good,Johor
Johor,Tanjung Buai,MMJC019,2026,87.7,forecast,73.4,100.0,Good,Johor
Johor,Pantai Desaru,MMJC020,2026,95.0,forecast,80.7,100.0,Excellent,Johor
Johor,Tanjung Sepang,MMJC021,2026,90.8,forecast,76.6,100.0,Excellent,Johor
Johor,Tanjung Penyusup,MMJC022,2026,93.5,forecast,79.2,100.0,Excellent,Johor
Johor,Pantai Sungai Lurus,MMJC023,2026,88.6,forecast,74.3,100.0,Good,Johor
Johor,Punggur,MMJC024,2026,82.9,forecast,68.6,97.2,Good,Johor
Johor,Pantai Penyabung,MMJC025,2026,95.0,forecast,80.7,100.0,Excellent,Johor
Johor,Tanjung Resang,MMJC026,2026,93.7,forecast,79.4,100.0,Excellent,Johor
Johor,Tanjung Balau,MMJC027,2026,94.9,forecast,80.6,100.0,Excellent,Johor
Johor,Batu Layar,MMJC028,2026,94.5,forecast,80.2,100.0,Excellent,Johor
Johor,Tanjung Sengat,MMJC029,2026,87.2,forecast,72.9,100.0,Good,Johor
Pahang,Pantai Cherating (Club Med A),MMCC001,2026,93.8,forecast,79.5,100.0,Excellent,Pahang
Pahang,Pantai Cherating (Club Med B),MMCC002,2026,95.5,forecast,81.2,100.0,Excellent,Pahang
Pahang,Pantai Cherating (Legend A),MMCC003,2026,94.2,forecast,79.9,100.0,Excellent,Pahang
Pahang,Pantai Cherating (Legend B),MMCC004,2026,95.8,forecast,81.5,100.0,Excellent,Pahang
Pahang,Pantai Muhibbah Balok A,MMCC005,2026,92.9,forecast,78.6,100.0,Excellent,Pahang
Pahang,Pantai Muhibbah Balok B,MMCC006,2026,81.9,forecast,67.6,96.2,Good,Pahang
Pahang,Pantai Batu Hitam A,MMCC007,2026,93.0,forecast,78.7,100.0,Excellent,Pahang
Pahang,Pantai Batu Hitam B,MMCC008,2026,91.8,forecast,77.5,100.0,Excellent,Pahang
Pahang,Pantai Berserah A,MMCC009,2026,94.3,forecast,80.0,100.0,Excellent,Pahang
Pahang,Pantai Berserah B,MMCC010,2026,92.7,forecast,78.4,100.0,Excellent,Pahang
Pahang,Pantai Teluk Cempedak A,MMCC011,2026,93.5,forecast,79.2,100.0,Excellent,Pahang
Pahang,Pantai Teluk Cempedak B,MMCC012,2026,93.0,forecast,78.7,100.0,Excellent,Pahang
Pahang,Pantai Teluk Gelora A,MMCC013,2026,85.8,forecast,71.5,100.0,Good,Pahang
Pahang,Pantai Teluk Gelora B,MMCC014,2026,78.7,forecast,64.4,93.0,Moderate,Pahang
Pahang,Pantai Sepat A,MMCC015,2026,94.9,forecast,80.6,100.0,Excellent,Pahang
Pahang,Pantai Sepat B,MMCC016,2026,94.6,forecast,80.3,100.0,Excellent,Pahang
Pahang,Pantai Legenda A,MMCC017,2026,94.6,forecast,80.3,100.0,Excellent,Pahang
Pahang,Pantai Legenda B,MMCC018,2026,95.1,forecast,80.8,100.0,Excellent,Pahang
Pahang,Pantai Kuala Api-Api,MMCC019,2026,95.1,forecast,80.8,100.0,Excellent,Pahang
Pahang,Pantai Tanjung Batu,MMCC020,2026,94.9,forecast,80.6,100.0,Excellent,Pahang
Pahang,Pantai Chendor,MMCC021,2026,93.4,forecast,79.1,100.0,Excellent,Pahang
Pahang,Pantai Lanjut,MMCC022,2026,94.2,forecast,79.9,100.0,Excellent,Pahang
Terengganu,Pantai Batu Buruk,MMTC001,2026,93.2,forecast,78.9,100.0,Excellent,Terengganu
Terengganu,Pantai Bukit Keluang,MMTC002,2026,95.6,forecast,81.3,100.0,Excellent,Terengganu
Terengganu,Pantai Chendering,MMTC003,2026,94.9,forecast,80.6,100.0,Excellent,Terengganu
Terengganu,Pantai Rantau Abang,MMTC004,2026,95.6,forecast,81.4,100.0,Excellent,Terengganu
Terengganu,KIPC Utara,MMTC005,2026,95.6,forecast,81.3,100.0,Excellent,Terengganu
Terengganu,KIPC Tengah,MMTC006,2026,95.0,forecast,80.7,100.0,Excellent,Terengganu
Terengganu,KIPC Selatan,MMTC007,2026,94.5,forecast,80.3,100.0,Excellent,Terengganu
Terengganu,Pantai Rhu 10,MMTC008,2026,96.0,forecast,81.7,100.0,Excellent,Terengganu
Terengganu,Pantai Tok Jembal,MMTC009,2026,95.3,forecast,81.0,100.0,Excellent,Terengganu
Terengganu,Pantai Kelulut,MMTC010,2026,94.1,forecast,79.9,100.0,Excellent,Terengganu
Terengganu,Pantai Teluk Ketapang,MMTC011,2026,95.8,forecast,81.6,100.0,Excellent,Terengganu
Terengganu,Pantai Kuala Abang,MMTC012,2026,95.7,forecast,81.4,100.0,Excellent,Terengganu
Terengganu,Pantai Teluk Kalong,MMTC013,2026,96.1,forecast,81.8,100.0,Excellent,Terengganu
Terengganu,Pantai Sura,MMTC014,2026,94.5,forecast,80.2,100.0,Excellent,Terengganu
Terengganu,Pantai Tanjung Bidara,MMTC015,2026,96.0,forecast,81.7,100.0,Excellent,Terengganu
Terengganu,Pantai Kemasik,MMTC016,2026,95.8,forecast,81.5,100.0,Excellent,Terengganu
Kelantan,Pantai Seri Tujuh,MMDC001,2026,94.1,forecast,79.8,100.0,Excellent,Kelantan
Kelantan,Pantai Cahaya Bulan,MMDC002,2026,95.6,forecast,81.3,100.0,Excellent,Kelantan
Kelantan,Pantai Sabak,MMDC003,2026,94.8,forecast,80.5,100.0,Excellent,Kelantan
Kelantan,Pantai Irama Bachok,MMDC004,2026,95.0,forecast,80.7,100.0,Excellent,Kelantan
Kelantan,Pantai Bisikan Bayu,MMDC005,2026,95.3,forecast,81.0,100.0,Excellent,Kelantan
Kelantan,Pantai Melawi,MMDC006,2026,95.2,forecast,80.9,100.0,Excellent,Kelantan
Sarawak,Pantai Sematan,MMQC001,2026,79.3,forecast,65.0,93.6,Moderate,Sarawak
Sarawak,Pantai Pandan,MMQC002,2026,75.2,forecast,60.9,89.4,Moderate,Sarawak
Sarawak,Pantai Pasir Putih,MMQC003,2026,76.0,forecast,61.7,90.3,Moderate,Sarawak
Sarawak,Pantai Bako,MMQC004,2026,78.3,forecast,64.0,92.5,Moderate,Sarawak
Sarawak,Pantai Damai,MMQC005,2026,83.1,forecast,68.8,97.4,Good,Sarawak
Sarawak,Pantai Tanjung Kembang,MMQC006,2026,71.7,forecast,57.4,86.0,Moderate,Sarawak
Sarawak,Pantai Harmoni Mukah,MMQC007,2026,73.1,forecast,58.8,87.3,Moderate,Sarawak
Sarawak,Pantai Tanjung Batu,MMQC008,2026,69.7,forecast,55.4,84.0,Moderate,Sarawak
Sarawak,Pantai Likau,MMQC009,2026,77.1,forecast,62.8,91.4,Moderate,Sarawak
Sarawak,Pantai Emas,MMQC010,2026,71.2,forecast,57.0,85.5,Moderate,Sarawak
Sarawak,Pantai Piasau,MMQC011,2026,70.3,forecast,56.0,84.6,Moderate,Sarawak
Sarawak,Pantai Brighton,MMQC012,2026,66.9,forecast,52.6,81.2,Moderate,Sarawak
Sarawak,Pantai Esplaned,MMQC013,2026,70.6,forecast,56.3,84.9,Moderate,Sarawak
Sarawak,Pantai Beraya,MMQC014,2026,70.8,forecast,56.5,85.1,Moderate,Sarawak
Sarawak,Pantai Bungai,MMQC015,2026,69.9,forecast,55.6,84.2,Moderate,Sarawak
Sarawak,Pantai Belawai,MMQC016,2026,69.7,forecast,55.4,84.0,Moderate,Sarawak
Sarawak,Pantai Mukah,MMQC017,2026,81.1,forecast,66.9,95.4,Good,Sarawak
Sarawak,Tanjung Kidurong,MMQC018,2026,73.4,forecast,59.2,87.7,Moderate,Sarawak
Sarawak,Pasir Pandak,MMQC019,2026,79.9,forecast,65.6,94.1,Moderate,Sarawak
Sarawak,Rambungan,MMQC020,2026,81.9,forecast,67.6,96.2,Good,Sarawak
Sarawak,Sri Tanjung Lawas,MMQC021,2026,69.5,forecast,55.2,83.8,Moderate,Sarawak
Sarawak,Pantai Luak,MMQC022,2026,67.3,forecast,53.0,81.6,Moderate,Sarawak
Sarawak,Pasir Panjang,MMQC023,2026,74.0,forecast,59.7,88.3,Moderate,Sarawak
Sabah,Pantai Teluk Brunei 1,MMSC001,2026,67.7,forecast,53.4,82.0,Moderate,Sabah
Sabah,Pantai Teluk Brunei 2,MMSC002,2026,75.2,forecast,60.9,89.5,Moderate,Sabah
Sabah,Pantai Teluk Brunei 3,MMSC003,2026,67.5,forecast,53.2,81.8,Moderate,Sabah
Sabah,Pantai Teluk Brunei 4,MMSC004,2026,73.2,forecast,58.9,87.5,Moderate,Sabah
Sabah,Pantai Teluk Brunei 5,MMSC005,2026,65.9,forecast,51.6,80.2,Moderate,Sabah
Sabah,Pantai Teluk Brunei 6,MMSC006,2026,70.9,forecast,56.6,85.2,Moderate,Sabah
Sabah,Borneo Golf Seawater,MMSC007,2026,68.9,forecast,54.7,83.2,Moderate,Sabah
Sabah,Pantai Manis Papar,MMSC008,2026,64.0,forecast,49.8,78.3,Moderate,Sabah
Sabah,Pantai Melinsung,MMSC009,2026,63.0,forecast,48.7,77.3,Moderate,Sabah
Sabah,Pantai Tanjung Aru (Roll Skating),MMSC010,2026,68.9,forecast,54.6,83.2,Moderate,Sabah
Sabah,Pantai Tanjung Aru (No. 3),MMSC011,2026,72.3,forecast,58.0,86.6,Moderate,Sabah
Sabah,Pantai Lok Kawi,MMSC012,2026,67.3,forecast,53.0,81.6,Moderate,Sabah
Sabah,Pantai Dalit Tuaran,MMSC013,2026,61.8,forecast,47.5,76.1,Moderate,Sabah
Sabah,Mangrove Paradise,MMSC014,2026,63.8,forecast,49.5,78.1,Moderate,Sabah
Sabah,Pantai Sabandar,MMSC015,2026,62.5,forecast,48.2,76.8,Moderate,Sabah
Sabah,Pantai Bak-Bak Kudat,MMSC016,2026,72.5,forecast,58.2,86.8,Moderate,Sabah
Sabah,Pasir Putih Sandakan,MMSC017,2026,74.1,forecast,59.8,88.4,Moderate,Sabah
Sabah,Pantai TLDM,MMSC018,2026,75.5,forecast,61.2,89.7,Moderate,Sabah
Sabah,Pantai Batu Sapi,MMSC019,2026,74.4,forecast,60.1,88.7,Moderate,Sabah
Sabah,Pantai Ulu Tungku,MMSC020,2026,62.3,forecast,48.0,76.6,Moderate,Sabah
Sabah,Pantai Sarina Kunak,MMSC021,2026,62.3,forecast,48.0,76.6,Moderate,Sabah
Sabah,Pantai Kg. Lamak,MMSC022,2026,66.9,forecast,52.6,81.2,Moderate,Sabah
Sabah,Pantai Tinagat,MMSC023,2026,66.5,forecast,52.2,80.8,Moderate,Sabah
Sabah,Pantai Tanjung Aru (Rest Lido),MMSC024,2026,74.9,forecast,60.6,89.2,Moderate,Sabah
W.P. Labuan,Pulau Papan,MMLC001,2026,65.9,forecast,51.6,80.2,Moderate,Labuan
W.P. Labuan,Kiamsam,MMLC002,2026,67.4,forecast,53.1,81.7,Moderate,Labuan
W.P. Labuan,Sungai Pagar,MMLC003,2026,67.1,forecast,52.8,81.4,Moderate,Labuan
W.P. Labuan,LayangLayangan,MMLC004,2026,70.3,forecast,56.0,84.6,Moderate,Labuan
W.P. Labuan,Tanjung Aru,MMLC005,2026,64.0,forecast,49.7,78.3,Moderate,Labuan
